scenario,condition,ID,content_mean,content_variance,alpha_accuracy_mean,alpha_accuracy_variance,alpha_target_mean,alpha_target_variance,alpha0,beta,gamma,epoch,action,action_prob,alpha_target_prior,alpha_accuracy_prior,content_prior,alpha_target_posterior,alpha_accuracy_posterior,content_posterior,alpha_target_prior_sd,alpha_accuracy_prior_sd,content_prior_sd,alpha_target_posterior_sd,alpha_accuracy_posterior_sd,content_posterior_sd
All,Differing-content-generalization,166,0.2,0.0225,0.2,0.0025,0.5,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.63564,-0.03172951835719243,0.2145889954284013,0.402025498292433,-0.03796297901618235,0.21538112892309347,0.3366603829791179,0.04701735878794816,0.04837531618353858,0.22854537987796605,0.04645119468420085,0.04833258931502178,0.20338842779138133
All,Differing-content-generalization,162,0.2,0.01,0.8,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.9262,-0.11143069581657737,0.9417076792835729,0.22042253992760996,-0.14061393948526407,0.9431245823444698,0.20676735684304004,0.28309499699047364,0.09424562259893841,0.13091906793964045,0.2690360168757676,0.09244299163032235,0.11998524983891783
All,Differing-content-generalization,162,0.2,0.01,0.8,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.89416,-0.07032333211892514,0.9381321037155456,0.2461287391287352,-0.11293097548906177,0.9403056922614982,0.22128966992968432,0.2973760025306079,0.09881361765479083,0.14771118475887962,0.2812593075166971,0.09551427029668452,0.1299155240988402
All,Differing-content-generalization,162,0.2,0.01,0.8,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.40279,0.13116660498114116,0.9308670906039718,0.49979430167256084,-0.014168948240955019,0.9333244970635466,0.301254225188147,0.303369160487607,0.1080498106008783,0.25,0.3042032972535597,0.10537209447864403,0.17590867849538502
All,Differing-content-generalization,162,0.2,0.01,0.8,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.9422,-0.14147755483075852,0.9427218152673733,0.20636290329878113,-0.1604763874980982,0.9435386064379737,0.1961721139995671,0.2702147003836872,0.09200142899307394,0.12045919169552392,0.25957281452457037,0.0907568755397443,0.11235017548310265
All,Differing-content-generalization,162,0.2,0.01,0.8,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.74867,0.0006447746481360272,0.9329017709164202,0.2983961644450605,-0.07362689070332316,0.9357963275196641,0.24616471499851572,0.3098843422096905,0.10547049356723687,0.17783679507474232,0.29369187354580767,0.10128458755243976,0.14535016292161945
All,Differing-content-generalization,463,0.8,0.0225,0.8,0.0025,0.5,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.93946,-0.03743965313689105,0.7997114697012782,0.24455000534794946,-0.038384291040992675,0.799695091748371,0.2319122670585666,0.04910545446842397,0.05129617787921242,0.12201585943455764,0.04887373360806829,0.05133828959912872,0.1107549945501359
All,Differing-content-generalization,463,0.8,0.0225,0.8,0.0025,0.5,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.90955,-0.03533455137918377,0.8002406126665803,0.26460061009222063,-0.03631054000926683,0.800439547509029,0.24468652048734418,0.04888112800092565,0.05112678053330758,0.135831897588638,0.04878176357966901,0.051136019477968905,0.11880419665156154
All,Differing-content-generalization,463,0.8,0.0225,0.8,0.0025,0.5,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.50546,-0.029696118428387253,0.8008313477701684,0.5007971713250907,-0.03317629573151267,0.8011506656795704,0.3127301161330492,0.04886911748764908,0.05058550497270538,0.25,0.04874010550500572,0.05044009865681437,0.15943247132631186
All,Differing-content-generalization,463,0.8,0.0225,0.8,0.0025,0.5,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.95723,-0.0381255085774783,0.7994973458021641,0.23160347998935546,-0.039112057045019945,0.7996065807803608,0.22360355324765654,0.04855407050693488,0.051625382303543015,0.11214557040883218,0.04811266683646076,0.05136421664222078,0.1043020741003921
All,Differing-content-generalization,463,0.8,0.0225,0.8,0.0025,0.5,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.8335,-0.033448884714412916,0.8000855367439961,0.3104157926775249,-0.035247667648757856,0.7999178680228536,0.26661324111995666,0.048682460691592024,0.05075542932573658,0.16605617231851774,0.04856956472059273,0.050821320735311475,0.13265948860121776
All,Differing-content-generalization,116,0.2,0.01,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.88455,-0.023841580880850498,0.5173086736807657,0.22172745074045289,-0.03765373028810641,0.5183646101152092,0.20409055746828905,0.13194573393303333,0.04844559240237835,0.13255840330520505,0.1278485453525453,0.04851547271839355,0.11927666755788252
All,Differing-content-generalization,116,0.2,0.01,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.82804,-0.0029989774817562407,0.5166089503660177,0.2508006983460031,-0.022287900665371604,0.5175213055834632,0.2210988452237991,0.13776724879022684,0.048436521920823025,0.15092895338447285,0.13197650308056397,0.04816176424634045,0.1306839076611347
All,Differing-content-generalization,116,0.2,0.01,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.39828,0.08495981285503433,0.5153755256417729,0.4999997743172232,0.02702177481259257,0.5159540036551641,0.3104187405812046,0.14949358635137916,0.04889709744587605,0.25,0.1443049151715171,0.048825007841522404,0.18194763794192015
All,Differing-content-generalization,116,0.2,0.01,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.91919,-0.04105123335080726,0.5183897747385672,0.20537968561074102,-0.051718278599499415,0.5189712878137467,0.1925459623212742,0.12726743301944837,0.04865009216311751,0.12248977629109532,0.12337881800443609,0.04874627505019817,0.11269748766836321
All,Differing-content-generalization,116,0.2,0.01,0.5,0.0025,0.8,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.71458,0.02853128611138356,0.5157253303642131,0.31246497469386164,-0.002863229018627052,0.516303996264197,0.25074823524668854,0.14397873610148293,0.048546507047426427,0.18514049888634906,0.13695483314451215,0.04861102093947054,0.14888521845150315
All,Differing-content-generalization,213,0.2,0.0225,0.5,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.93058,-0.25480755360100227,0.5728190068404274,0.31148839497133113,-0.265767264244902,0.5744938966168195,0.29583652673586197,0.14215334846564753,0.22382804470623086,0.17429951171151908,0.1349627130823392,0.22268210769656815,0.16243258428512244
All,Differing-content-generalization,213,0.2,0.0225,0.5,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.88285,-0.2348184818826633,0.5756424722883972,0.34204578200991553,-0.25254276681456034,0.5761817937303407,0.3136112965416426,0.15262639304509995,0.2249417113106108,0.19179523042371296,0.14203397311135968,0.2236819974229605,0.1733792717640229
All,Differing-content-generalization,213,0.2,0.0225,0.5,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.67269,-0.1624727182402117,0.5903819139057812,0.49926408579383796,-0.21164582948272018,0.577729272851179,0.3955169568031758,0.18357245872662947,0.22432994900884276,0.25,0.16231113761509797,0.22567642141940006,0.21424666719161037
All,Differing-content-generalization,213,0.2,0.0225,0.5,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.94481,-0.2673063958206939,0.5752835042929483,0.29649225660412915,-0.2751016409442389,0.5753386592333081,0.2839459531790265,0.13499004306735224,0.22386022594888325,0.16286431929043713,0.12931842245506225,0.22265614924168559,0.15311859413058623
All,Differing-content-generalization,213,0.2,0.0225,0.5,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.82959,-0.20881829096979063,0.5766572423277483,0.3922095960443216,-0.23539160948977345,0.5756917166853235,0.341276805788731,0.16500544555509353,0.22533179432987024,0.21663714154743777,0.15060061714466302,0.2240852541921422,0.18978033969497968
All,Differing-content-generalization,120,0.2,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.95452,-0.43113241008320624,0.4928041273142774,0.41624153393567936,-0.4365270399194032,0.48964809352672234,0.40161323542436317,0.10074684312567411,0.14276925922172812,0.21507015122169226,0.09150433250763995,0.14201024064525186,0.20665969826466557
All,Differing-content-generalization,120,0.2,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.93792,-0.4238892311182241,0.4940465432132245,0.43537137415739113,-0.4322371507454703,0.4913390913244705,0.41565761703934456,0.10875659259733558,0.14287348203584324,0.2243725535163742,0.0966387680692166,0.1427753791529004,0.2146938291821981
All,Differing-content-generalization,120,0.2,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.86632,-0.39074499606520385,0.5021520997380836,0.5003805920055694,-0.412791220915442,0.4957979193773516,0.4597201477541375,0.15227596882155575,0.1440416453472639,0.25,0.12275821479177623,0.1433206039667612,0.23568798570590177
All,Differing-content-generalization,120,0.2,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.963,-0.43755527690179685,0.48968619399385066,0.4020378064004255,-0.44177788901755144,0.4891872154362574,0.3903216627453383,0.09202018171733717,0.14203991516466324,0.20617811235030872,0.08430982214297685,0.1419594350765556,0.1992178095639669
All,Differing-content-generalization,120,0.2,0.01,0.5,0.0225,0.2,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.91419,-0.409997565686396,0.4967417580390484,0.46221281951096777,-0.42353171972862474,0.49333679604840247,0.43529903603166786,0.12668532052771939,0.14359404660042646,0.23423013903004708,0.10776061568410715,0.14332574757988303,0.22285986692346518
All,Differing-content-generalization,339,0.8,0.01,0.2,0.0225,0.5,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.95549,-0.3537106863287129,0.11551751679118245,0.47815812233246285,-0.3570205677306857,0.1136767060484221,0.47148954548515665,0.08046651864722051,0.09050250344509497,0.24489645303200766,0.07784336357956646,0.0895424783081898,0.2430227667661854
All,Differing-content-generalization,339,0.8,0.01,0.2,0.0225,0.5,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.95041,-0.3503163532659338,0.11550661633102648,0.4864426295473415,-0.3535433641792034,0.11505884462883188,0.4793555354794549,0.08334143785426114,0.09237699022372604,0.24723125718382852,0.08026889106535683,0.0920052914260216,0.24636486061693227
All,Differing-content-generalization,339,0.8,0.01,0.2,0.0225,0.5,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.95023,-0.34060160611604046,0.11688784291786283,0.500374613496688,-0.3466012340165595,0.11593397189669827,0.4916652685798213,0.09062686909074896,0.0934204398738014,0.25,0.0859616689393174,0.09268114171387118,0.2478638737597408
All,Differing-content-generalization,339,0.8,0.01,0.2,0.0225,0.5,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.95973,-0.3555031340228266,0.11496552486108702,0.46993848871946514,-0.35856654735582544,0.1137731567933372,0.4642682679878958,0.07854900266355924,0.08915466537780056,0.2439282149303873,0.07616941177461116,0.08860407681074157,0.242383730386869
All,Differing-content-generalization,339,0.8,0.01,0.2,0.0225,0.5,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.95108,-0.3455966467291001,0.1166043130497682,0.49497233850358424,-0.3501304507796772,0.11532864988896877,0.48720306575821926,0.08736133693036302,0.09345115022850191,0.24732246690152118,0.08335943161237493,0.09262830145801004,0.24587015520321814
All,Differing-content-generalization,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.90139,-0.11798602968587588,0.5348453362236399,0.2687272602578724,-0.12611659552497537,0.5377843109324811,0.249998403674364,0.10839678351653852,0.13927950114152818,0.15118403216247708,0.10526777327362687,0.13819018528453864,0.13708805285817488
All,Differing-content-generalization,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.87825,-0.10813620858578585,0.5369756116352539,0.2994647761898389,-0.11931579921066433,0.5380102681692387,0.2692833122300254,0.11255624882189057,0.13780506988815816,0.16923553228954488,0.10868272402510121,0.1369129196013755,0.14937190502173592
All,Differing-content-generalization,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.56502,-0.06410196107110856,0.5378191816927019,0.49980687499334286,-0.0948116328033595,0.5338393242337404,0.36082198187303854,0.12431456791470297,0.14001350865839235,0.25,0.11815528747499485,0.14069789612259415,0.1983588617889728
All,Differing-content-generalization,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.93578,-0.12697704430640444,0.5389133861448638,0.24971376727435332,-0.13261644041757611,0.5408327067747171,0.23720249674385346,0.10547347581308698,0.1389418035979808,0.13708264104234583,0.10304969791371917,0.13768214748423072,0.12725351855547892
All,Differing-content-generalization,122,0.2,0.01,0.5,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.78866,-0.0941143199973123,0.5345489395330759,0.36076098470370993,-0.11041567866260348,0.5369197213230625,0.3024728817189837,0.1172293508166509,0.1396454296718924,0.201966370481986,0.11241558274773959,0.13882474080692286,0.16827612788558208
All,Differing-content-generalization,367,0.8,0.01,0.5,0.0225,0.8,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.82593,0.15739424369749314,0.5721245511663644,0.16824626791064232,0.15282838422214962,0.5859919862267844,0.15029582236019096,0.06251156568594293,0.13972270806446982,0.10244428852631567,0.06205149116335375,0.1342561462680066,0.08822965173351587
All,Differing-content-generalization,367,0.8,0.01,0.5,0.0225,0.8,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.76818,0.16329793094163528,0.5536388186657448,0.1959577478432476,0.15672148134536001,0.5720824292485243,0.16650991707852686,0.06240972353836309,0.14413018546156883,0.12037862474306098,0.062025786230905725,0.1378941632480204,0.09865329821468195
All,Differing-content-generalization,367,0.8,0.01,0.5,0.0225,0.8,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.28886,0.18607255346088578,0.5032368523027027,0.5003364802133606,0.17238449160283226,0.5275891765313082,0.25734915536090447,0.061173711271356256,0.1533087585436674,0.25,0.06171540184184819,0.15000210550349616,0.15845978595758897
All,Differing-content-generalization,367,0.8,0.01,0.5,0.0225,0.8,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.86598,0.15311087275009858,0.5855550467393859,0.14885881517076002,0.14967175349716305,0.5971881667242559,0.1374501387910278,0.06109157147568227,0.1340275960018389,0.08953478155819901,0.06071805331065508,0.12972442285243793,0.08025590171685318
All,Differing-content-generalization,367,0.8,0.01,0.5,0.0225,0.8,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.62187,0.17130350455870152,0.5295615993261573,0.25936753613627117,0.1627336808733089,0.5526467898531633,0.19320582490477295,0.062344880168657565,0.14967271211248187,0.16063276002553312,0.06221867492018094,0.14378738649810752,0.1169187376455265
All,Differing-content-generalization,306,0.8,0.0025,0.8,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.96403,-0.4547203470515646,0.7688609056126344,0.37415695564519696,-0.4553268002662813,0.768475020622722,0.36198117770397337,0.04090743808596543,0.054973505792799464,0.18627500042510545,0.04070772598731904,0.054925636579759546,0.17595436491386832
All,Differing-content-generalization,306,0.8,0.0025,0.8,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.95503,-0.4536431351872123,0.7698576669856824,0.3961624036186842,-0.4541161961107406,0.7695339567641576,0.3767820862161817,0.04251812402045508,0.05435033151455668,0.19950143826650468,0.04199182489759809,0.05435174716928257,0.18516237590377013
All,Differing-content-generalization,306,0.8,0.0025,0.8,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.83464,-0.4495417247689116,0.7711272278114611,0.49998866647361534,-0.45117269486656153,0.7701557445609595,0.4334189885903867,0.04573931784840606,0.05466059189422331,0.25,0.044603298572012035,0.05453894348482886,0.2171542778030479
All,Differing-content-generalization,306,0.8,0.0025,0.8,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.97367,-0.4553492496582305,0.7693249796072057,0.3579994188114099,-0.4558725639799927,0.7692022314558644,0.34830056025965817,0.04077093038452129,0.05456458961036626,0.17641653618775882,0.04019554671635107,0.05450868723351613,0.16852243203419665
All,Differing-content-generalization,306,0.8,0.0025,0.8,0.0025,0.8,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.92364,-0.45168271238213326,0.770304994520607,0.4305267807893662,-0.4527118953544573,0.7698660083872361,0.3996156544872219,0.04399408160807106,0.05401684410963356,0.2178436460927697,0.043117206080115364,0.05421587917845117,0.1970622012285962
All,Differing-content-generalization,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_4,Debunk,0.93059,-0.3211349471101305,0.4326852410882351,0.3848775681385923,-0.3218020601220584,0.42178165244099197,0.3667508447303904,0.04567343469519498,0.3387105173290571,0.2028698906363137,0.04524453529000543,0.33589995653826954,0.1919698467033056
All,Differing-content-generalization,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_3,Debunk,0.91508,-0.32006234442034204,0.4462441676602225,0.4098696710269343,-0.3211632289135064,0.4299139211178028,0.38699660099048877,0.046349024687012345,0.34222533020394375,0.2165589235743481,0.04598829288022976,0.33876864676167345,0.20280452159484924
All,Differing-content-generalization,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_1,Debunk,0.82425,-0.31734205420343053,0.5072384513145802,0.49938233280024297,-0.31921918667308846,0.4665346032857833,0.4455273024766982,0.046437411897444276,0.34422069907881625,0.25,0.045879692668095724,0.3410129666260897,0.22955101468085531
All,Differing-content-generalization,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_5,Debunk,0.94581,-0.32219985436368714,0.425949837232081,0.36665804704675203,-0.32295408351083044,0.41874791002970635,0.3523130386680646,0.04523436580039697,0.3391554230010133,0.19204293115018012,0.044986869555610126,0.33764416135742376,0.1820200982648465
All,Differing-content-generalization,478,0.8,0.0225,0.8,0.0625,0.2,0.0025,1.0,10.0,1.0,epoch_2,Debunk,0.88965,-0.31900960268170786,0.47470315749841385,0.44593487638015045,-0.3200706929930252,0.44866673057574474,0.4121857004292485,0.046297110750664484,0.3437269686778883,0.23190817199833694,0.045817636746832105,0.3409570516283661,0.21398245817428632
All,Differing-content-generalization,42,0.2,0.0025,0.5,0.0225,0.5,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.92819,-0.2503624782141669,0.5228264108883431,0.32270060279176843,-0.260378457336949,0.5229255115981752,0.3044614076744175,0.133708251214047,0.13758197910477538,0.1782934774877028,0.12719514233663357,0.13736144082299445,0.1660906227001302
All,Differing-content-generalization,42,0.2,0.0025,0.5,0.0225,0.5,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.8966,-0.23362588611181487,0.5229925853712594,0.3518396917331195,-0.24875981218634322,0.5225055346163763,0.32316823103555725,0.1422738380467947,0.1371409832916685,0.1944432566590371,0.13336411976803902,0.13694666806615877,0.1771208329676519
All,Differing-content-generalization,42,0.2,0.0025,0.5,0.0225,0.5,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.67289,-0.1625595536921506,0.5330250401406047,0.5000046991804898,-0.20915641975633245,0.5279962696673972,0.39830302723756267,0.1762663918126059,0.13869421561180503,0.25,0.1559038920553434,0.13919715745634895,0.21482130501135654
All,Differing-content-generalization,42,0.2,0.0025,0.5,0.0225,0.5,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.93765,-0.2604853326221189,0.5216323600028782,0.3026127152452539,-0.26754789071247376,0.5224687499622691,0.2888765806314232,0.12738199991823068,0.1378482677246261,0.16628778666749916,0.12222946393724698,0.13817826604974207,0.156637271541581
All,Differing-content-generalization,42,0.2,0.0025,0.5,0.0225,0.5,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.83678,-0.20894998078107485,0.52619799907451,0.3957661473044749,-0.23280940704727474,0.5247546055843973,0.3487919247192738,0.15565347993957934,0.13921085036522776,0.21659463619931893,0.14254658802690418,0.1391604482079965,0.19202584618370547
All,Differing-content-generalization,105,0.2,0.01,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.90943,-0.30284717311009995,0.27873916519678343,0.40574990059418087,-0.31211241375805004,0.2714223821801406,0.3865725361456903,0.10648660575054844,0.2790321374080468,0.22351541247128165,0.10009436954607388,0.27361108720267724,0.21428707926990692
All,Differing-content-generalization,105,0.2,0.01,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.90113,-0.290259455563663,0.2887420368389947,0.4268703188095847,-0.30236682987764874,0.2770338036203528,0.40480694457398364,0.11512680900838819,0.284552493408751,0.23114746843012554,0.10668398111577758,0.2783210099456903,0.22240149276492516
All,Differing-content-generalization,105,0.2,0.01,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.79892,-0.2500306905337856,0.32425792361243244,0.4996528700900694,-0.2736033097922075,0.2962455720657279,0.45841063552420586,0.13868874322589148,0.3058985080089118,0.25,0.12377882352264047,0.2929016574410174,0.2384987243244956
All,Differing-content-generalization,105,0.2,0.01,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.92354,-0.3133706552774116,0.27088047487965006,0.38399733451948087,-0.3194589447722085,0.2658366002472702,0.3696362515467911,0.09978734352533135,0.27318261698714386,0.21454770656674974,0.09470227170685841,0.27014990707805125,0.20732905865831106
All,Differing-content-generalization,105,0.2,0.01,0.2,0.0625,0.5,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.8658,-0.27473495160573397,0.30416640118525345,0.45265794862461256,-0.2911001146862733,0.2890944524028984,0.4225633451885011,0.12474627266229787,0.2954346561933652,0.2396773563262773,0.11428983801634933,0.287463524199816,0.22875378191551876
All,Differing-content-generalization,405,0.8,0.01,0.8,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.95606,-0.40595038111684667,0.3229138164545539,0.4300120115566012,-0.4082561430432765,0.3139944626421031,0.4167178342327991,0.0750252379764336,0.2853682466890319,0.22471375566905766,0.07245113963856815,0.2796175515107433,0.2176572891712389
All,Differing-content-generalization,405,0.8,0.01,0.8,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_3,Debunk,0.93921,-0.40264128538694116,0.339598013670436,0.44922358249333205,-0.4054293417098509,0.3253211530557437,0.43352685247644673,0.07876647251555206,0.29311160469168285,0.2308519245681379,0.07600082093811768,0.286358119732385,0.2229095609229894
All,Differing-content-generalization,405,0.8,0.01,0.8,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_1,Debunk,0.90015,-0.39221950627888885,0.3754067778745833,0.49981751715978484,-0.3973290259967954,0.3531554591463884,0.4709005589684067,0.0866407478802066,0.30888237856250156,0.25,0.0818061632425655,0.3012731581715807,0.23891808691922375
All,Differing-content-generalization,405,0.8,0.01,0.8,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_5,Debunk,0.95874,-0.40801375869686735,0.31407398492620836,0.41951795081315274,-0.4100556307495381,0.30679350072361794,0.4095904220167393,0.0732598280041426,0.2804933310864552,0.2169104198927864,0.07107793713496625,0.2770005430435965,0.21097180316593167
All,Differing-content-generalization,405,0.8,0.01,0.8,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_2,Debunk,0.92126,-0.39727449010635135,0.35765032861780505,0.47097147591553273,-0.4010841267310521,0.3399972894706389,0.44811587693206806,0.0827220812048773,0.30176532610577117,0.2399231446204096,0.07961775387747914,0.2944798137072689,0.2304379227693915
All,Differing-content-generalization,323,0.8,0.0025,0.8,0.0625,0.8,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.91243,-0.2731602805183015,0.08717567386820585,0.4650960528165924,-0.2782504045982038,0.08571258052717218,0.45778020407176767,0.08015219477749735,0.09588225430083712,0.24300849153086745,0.07725722245621403,0.09445344507041012,0.24035967962276847
All,Differing-content-generalization,323,0.8,0.0025,0.8,0.0625,0.8,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.91091,-0.2658251985473674,0.08746846341921836,0.4754162718479003,-0.2722583471248879,0.08642587422807556,0.46590337514171204,0.0845511154061047,0.0974275408023032,0.24585026058601125,0.08075996570883152,0.09532121453083695,0.24463618984447424
All,Differing-content-generalization,323,0.8,0.0025,0.8,0.0625,0.8,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.87544,-0.2458093689816818,0.09390528463041267,0.49949326211012945,-0.2561148476481436,0.0907622046569189,0.4880588043154935,0.09535943441548085,0.10465613768999109,0.25,0.08945079015383298,0.10125108310491687,0.2476195604678764
All,Differing-content-generalization,323,0.8,0.0025,0.8,0.0625,0.8,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.92063,-0.27872752983887955,0.08704611455571651,0.45767038769222007,-0.2831228267264627,0.08583286436003035,0.4510149848887587,0.07733883694189782,0.09474137668419993,0.2404419324516705,0.07450015779345502,0.09343184200182324,0.2385512677172074
All,Differing-content-generalization,323,0.8,0.0025,0.8,0.0625,0.8,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.89504,-0.25726973798872443,0.08956275901929256,0.4897274922667792,-0.26528378578847867,0.08825475078475961,0.48063523210467524,0.08937978367429389,0.09992663467010415,0.2477024716881462,0.08457517248875915,0.09778106553310295,0.2454050180546923
All,Differing-content-generalization,68,0.2,0.0025,0.8,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_4,Debunk,0.93359,-0.08245919715277213,0.8207572363726352,0.25066536349930785,-0.08768187217062515,0.8235634879833287,0.23670075013046843,0.1262995322871227,0.13432459342364458,0.12800290761379826,0.12426931515036553,0.13282414276497864,0.11645599770283563
All,Differing-content-generalization,68,0.2,0.0025,0.8,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_3,Debunk,0.91632,-0.07365858510904832,0.8174370697321739,0.2698782561781629,-0.08322018507023392,0.8190127124840114,0.2501583269243104,0.12888514907190643,0.13707551452615066,0.14078433778084307,0.1260056016666615,0.13604989820294552,0.12442248181231841
All,Differing-content-generalization,68,0.2,0.0025,0.8,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_1,Debunk,0.5167,-0.02729831094112922,0.814564819933218,0.5007272086101174,-0.05503319224507929,0.8134085722488613,0.3211811239873186,0.1356121944944796,0.13905401471491566,0.25,0.1321817062003854,0.13957317272674954,0.16906239189763805
All,Differing-content-generalization,68,0.2,0.0025,0.8,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_5,Debunk,0.95672,-0.08779896488488696,0.8206831093624346,0.23533026706162233,-0.09191560307574144,0.8225580358684114,0.22655531630213768,0.12334771181655363,0.13391253411538354,0.11778927646074772,0.12178479497492518,0.13265174952135375,0.10991432442252491
All,Differing-content-generalization,68,0.2,0.0025,0.8,0.0225,0.5,0.0225,1.0,10.0,1.0,epoch_2,Debunk,0.83488,-0.058669672158326365,0.8140954074781707,0.31824375051703446,-0.07248963294912969,0.8159296446753599,0.2731444745294991,0.13281710373103753,0.13958157616762495,0.17207433170334588,0.1291856188213991,0.1382984799119343,0.1399710990700845
All,Differing-content-generalization,459,0.8,0.0225,0.5,0.0625,0.8,0.0625,1.0,10.0,1.0,epoch_4,Debunk,0.95235,-0.38746559082229526,0.2433764576131513,0.4520716357758694,-0.39238651358918675,0.2379333017991694,0.4407777382546631,0.08723733952454224,0.17997461850472374,0.23287555507757812,0.08315087436015382,0.1771828441089111,0.22894974024823955
